title,link,description,bloggername,bloggerlink,postdate
레고 월드 레이서스 - 악어 늪지대 : 게이터 스왐프 [Gator... ,https://blog.naver.com/dlwnsdn0115/50116340191,"● 빌리 밥 블래스터, 부바 블래스터 등 백야드 블래스터스 2개, 렉스트림, 덱스트림 등 엑스트림 데어데블스 2개, 그리고 경주 심판 1명까지, 미니피겨 5개가 들어 있습니다. ● 엑스트림 데어데블스... ",박물관,blog.naver.com/dlwnsdn0115,20110721
[100자평] 데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea... ,https://blog.aladin.co.kr/731630146/4741637,데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea 2011.5 미디어블링 편집부 엮음 / 렉스트림(잡지) / 2011년 4월 평점 : 품절 항상 페이지를 넘겨보면 독특해서 좋아요!,[코끼리코님의 서재] : 알라딘,https://blog.aladin.co.kr/731630146,20110424
레고 월드 레이서즈 - 뱀의 협곡 : 스네이크 캐니언 [Snake... ,https://blog.naver.com/dlwnsdn0115/50097444667,"● 백야드 블래스터스의 바트 블래스터, 엑스트림 데어데블스의 렉스트림 등 미니피겨 2개가 들어 있습니다. ● 백야드 블래스터스 1개, 엑스트림 데어데블스 1개 등 레이싱카 2개가 들어 있습니다.... ",박물관,blog.naver.com/dlwnsdn0115,20101007
랑콤 렉스트림 워터프루프 마스카라,https://blog.naver.com/shoutpromise/40046704061,아찔하게 길어진 도도한 속눈썹 눈물에도 번지지 않고 또렷한 눈매 손눈썹을 뿌리부터 끝까지 완전히 감싸 놀라울 정도로 속눈썹 길이가 길어집니다. 특허 받은 타이트-피트 브러쉬가 가장 짧은 속눈썹까지... ,YEON,blog.naver.com/shoutpromise,20080119
"Lancome Mascara (Définicils, L'Extrême, Flextancil... ",https://blog.naver.com/yo0jinjung/100042432860,"(데피니씰,렉스트림,플렉스땅씰,이프노즈) 아직 한번도 안써봤음-_- 종류별로 한번씩 써본다음에... 렉스트림: 정말 익스트림하긴 하지만, 파리다리가 뭔지 알게해준 렉스트림, 오늘 하고있지만 마음에 별로... ",Together ♥ Forever,blog.naver.com/yo0jinjung,20070927
",ll",https://blog.aladin.co.kr/726256164/1588539,"9 미디어블링 편집부 엮음 / 렉스트림(잡지) / 2014년 8월 6,000 원 → 5,400 원( 10% 할인) / 마일리지 180 원( 3% 적립) 2014년 08월 23일에 저장 품절 리빙센스 B형 2014.9 리빙센스 편집부 엮음... ",[콩머겅] : 알라딘,https://blog.aladin.co.kr/726256164,20070924
"랑콤의 새 마스카라, Fatale",https://blog.naver.com/canary1981/140026451655,래쉬 기능을 강화한 렉스트림이 올 상반기에 발매됐는데 이번엔 볼륨 기능을 강화한 Fatale을... 아마 렉스트림 발매가 상반기에 있었기 때문에 조금 늦어질 지도 모르겠다. Macy's에 갔다가 너무나 예쁜... ,canary物語 : 포항으로 간 여행중독소녀,blog.naver.com/canary1981,20060717
"[“이제 대세는 양보단 질,”] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/khr1987/11182726,"렉스트림 편집부 8,100원 (10%↓ 250) 2019-10-02 : 14,035 아이유의 표정과 예술성을 엿볼 수 있었습니다~!! ㅎㅎ;; 댓글 (0) 먼댓글 (0) 좋아요 (0) ThanksTo 글목록 댓글쓰기 좋아요 공유하기... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
[100자평] 데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea... ,https://blog.aladin.co.kr/719144168/10875062,데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea 2019.6 (표지 3종 중 1종 랜덤) 렉스트림 편집부 지음 / 렉스트림(잡지) / 2019년 5월 평점 : 품절 항상 새롭고 멋진 모습 보여주는 하성운 데이즈드 화보... ,"[lollypop님의 서재] ""책과 통하는 블로그, 알라딘 서재!""",https://blog.aladin.co.kr/719144168,19900101
"[박수연님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/760994121/11036080,"렉스트림 편집부 $16.88 (6%↓ 51) 2019-08-14 : 19,775 다른사람으로 표지 바꿔주세요. 진짜 아무로나 바꿔도 살게요 댓글 (0) 먼댓글 (0) 좋아요 (3)ThanksTo 글목록 댓글쓰기 좋아요 공유하기... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[cltthf3902님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/702406149/11503270,"렉스트림 편집부 8,100원 (10%↓ 250) 2020-02-14 조승연 김우석님이 잡지에 나오셨다고 해서 샀슺니다~❤️ 다음에는 트윈화보 기대해보겠습니다 데이즈드 최고 댓글 (0) 먼댓글 (0)... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[박서진님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/787914132/11650738,"렉스트림 편집부 8,550원 (5%↓ 260) 2020-04-14 : 2,993 차준호 보고싶어 댓글 (0) 먼댓글 (0) 좋아요 (5)ThanksTo 글목록 댓글쓰기 좋아요 공유하기 찜하기 로그인 l PC버전 l 전체 메뉴 l 나의... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[김아영님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/792485160/10866928,"렉스트림 편집부 8,100원 (10%↓ 250) 2019-05-20 : 4,830 꺅~하성운♥ 댓글 (0) 먼댓글 (0) 좋아요 (3)ThanksTo 글목록 댓글쓰기 좋아요 공유하기 찜하기 로그인 l PC버전 l 전체 메뉴 l 나의... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[내서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/784279175/11387534,"렉스트림 편집부 $17.11 (5%↓ 52) 2019-12-18 : 12,090 기안 너무 멋있어요ㅠㅠ 화면으로 보여준 것보다 더 멋있고 예쁘게 잘 나왔어요ㅠㅠ 정말 이건 기안84 팬들에겐 평생소장할 가치가 있습니다!!... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[“이제 대세는 양보단 질,”] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/khr1987/11131019,"렉스트림 편집부 8,100원 (10%↓ 250) 2019-09-16 : 4,780 지난 달의 여파(?) 이후 데이즈드가 각성을 한 것 같습니다. 댓글 (0) 먼댓글 (0) 좋아요 (1) ThanksTo 글목록 댓글쓰기 좋아요 공유하기... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[“이제 대세는 양보단 질,”] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/khr1987/10942402,"렉스트림 편집부 8,100원 (10%↓ 250) 2019-06-18 : 5,215 모서리가 찍혀서 구겨져서 왔지만, 그래도 요새 상승세를 타고 있는 독보적인 잡지인 듯;; 댓글 (0) 먼댓글 (0) 좋아요 (0) ThanksTo... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[handh1205님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/782858119/11503498,"렉스트림 편집부 8,100원 (10%↓ 250) 2020-02-14 승연 우석이 나오는거는 말해뭐해 무조건 삽니다 데이즈드 돈길만 걸어 댓글 (0) 먼댓글 (0) 좋아요 (10) ThanksTo 글목록 댓글쓰기 좋아요... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[jinn1994의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/768163112/11802382,"렉스트림 편집부 8,550원 (5%↓ 260) 2020-06-11 : 719 황민현 백커버 역대급이네요 댓글 (0) 먼댓글 (0) 좋아요 (5)ThanksTo 글목록 댓글쓰기 좋아요 공유하기 찜하기 로그인 l PC버전 l... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[Veritas Vos Liberabit] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/Torres/12069459,"렉스트림 편집부 8,550원 (5%↓ 260) 2020-10-15 : 945 블핑 챙이가 11월호 커버모델이라는 소식듣고 달려 왔어요... 박채영이 복지다,,,박채영 너무 멋져♡♡♡ 댓글 (0) 먼댓글 (0) 좋아요... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[시엘보님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/796273178/10036979,"렉스트림 편집부 $17.51 ( 53) 2018-04-23 : 1,004 주문번호 001-A969785346인데 2권 서로 다른 표지로 부탁드려요~! 댓글 (0) 먼댓글 (0) 좋아요 (0)ThanksTo 글목록 댓글쓰기 좋아요 공유하기... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[mori2121님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/721463276/11503318,"렉스트림 편집부 8,100원 (10%↓ 250) 2020-02-14 조승연 김우석 화보 너무 기대됩니다 오늘 영상나온거보고 기절 댓글 (0) 먼댓글 (0) 좋아요 (15) ThanksTo 글목록 댓글쓰기 좋아요... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[이서연님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/743482204/11503187,"렉스트림 편집부 8,100원 (10%↓ 250) 2020-02-14 조승연 김우석 수록이라니 저 지금 죽었습니다 그렇게 됐습니다 댓글 (0) 먼댓글 (0) 좋아요 (1) ThanksTo 글목록 댓글쓰기 좋아요 공유하기... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[“이제 대세는 양보단 질,”] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/khr1987/11000629,"렉스트림 편집부 8,100원 (10%↓ 250) 2019-07-17 : 3,210 잘 받았습니다... 좋은 영감 얻었습니다. 댓글 (0) 먼댓글 (0) 좋아요 (0) ThanksTo 글목록 댓글쓰기 좋아요 공유하기 찜하기 로그인 l... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
[100자평] 데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea... ,https://blog.aladin.co.kr/719144168/10875110,데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea 2019.6 (표지 3종 중 1종 랜덤) 렉스트림 편집부 지음 / 렉스트림(잡지) / 2019년 5월 평점 : 품절 하싱운 화보마다 새로운 모습 너무기대된다 주문해놓고... ,"[lollypop님의 서재] ""책과 통하는 블로그, 알라딘 서재!""",https://blog.aladin.co.kr/719144168,19900101
[100자평] 데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea C형... ,https://blog.aladin.co.kr/721330125/10640958,데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea C형 2019.2 (표지 : 블랙핑크 리사 A형) (부록없음)ㅣ 데이즈드 앤 컨퓨즈드 2019년 2월호 렉스트림 편집부 지음 / 렉스트림(잡지) / 2019년 1월 평점... ,"[노르웨이의 숲] ""책과 통하는 블로그, 알라딘 서재!""",https://blog.aladin.co.kr/721330125,19900101
[100자평] 데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea... ,https://blog.aladin.co.kr/khr1987/10877158,데이즈드 앤 컨퓨즈드 Dazed &amp; Confused Korea 2019.6 (표지 3종 중 1종 랜덤) 렉스트림 편집부 지음 / 렉스트림(잡지) / 2019년 5월 평점 : 꽤나 만족스러운 하성운이었습니다. :Dㅎ,"[“이제 대세는 양보단 질,”] ""책과 통하는 블로그, 알라딘 서재!""",https://blog.aladin.co.kr/khr1987,19900101
"[은빈맘님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/781210184/11801652,"렉스트림 편집부 8,550원 (5%↓ 260) 2020-06-11 : 719 커버 민현 너무 컨셉딱맞는 랑콤화보네요,,뒤커버달라 버저별구매완료 댓글 (0) 먼댓글 (0) 좋아요 (2)ThanksTo 글목록 댓글쓰기 좋아요... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[“이제 대세는 양보단 질,”] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/khr1987/11569575,"렉스트림 편집부 8,100원 (10%↓ 250) 2020-03-03 : 15,770 잘 받았습니다. 참고 할게여~~!! 댓글 (0) 먼댓글 (0) 좋아요 (0) ThanksTo 글목록 댓글쓰기 좋아요 공유하기 찜하기 로그인 l PC버전... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[“이제 대세는 양보단 질,”] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/khr1987/11672675,"렉스트림 편집부 $19.41 ( 59) 2020-04-14 : 37,935 대체적으로 만족스러웠었던 화보들이 수록되어 있었습니다. 댓글 (0) 먼댓글 (0) 좋아요 (0)ThanksTo 글목록 댓글쓰기 좋아요 공유하기 찜하기... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
"[vovlolvov님의 서재] &quot;책과 통하는 블로그, 알라딘 서재!&quot;",https://blog.aladin.co.kr/734902180/11033866,"렉스트림 편집부 8,100원 (10%↓ 250) 2019-08-14 : 84,520 표지가 이게 뭐에요? 팔겠다는 건가요? 무서워서 악몽 꿀 것 같으니까 빨리 바꿔요 댓글 (0) 먼댓글 (0) 좋아요 (151) ThanksTo... ",https://blog.aladin.co.kr/town,https://blog.aladin.co.kr/town,19900101
부천 하이록스 센터 런앤푸쉬 코치 소개 (HYROX / HYBRID... ,https://blog.naver.com/cn_sosa/224215456070,2026 REXTREME 크로스핏 / 하이록스 / 러닝 / 근력운동 기반 하이브리드 트레이닝을 꾸준히 훈려하고 있습니다 :) 하이록스는 어떤 운동인가요? 1 KM RUN &gt; 기능성 운동을 8번 반복 합니다. 즉 8KM의 달리기와... ,청년헬스장 소사점,blog.naver.com/cn_sosa,20260313
WAY 9주년 이벤트,https://blog.naver.com/waygym/224201738927,충주 유일 다수 대회참가 2020 k_box_rise 마스터즈 3위 2023 kor3fchampionship (40-44) 2위 2024 kor3fchampionship (40-44) 2위 2025 HYROX incheon 개인오픈 2025 asiainvitational 마스터즈B 2위 2026 rextreme 2024/2025 battle... ,the way gym,blog.naver.com/waygym,20260302
2월 Way,https://blog.naver.com/waygym/224179890082,충주 유일 다수 대회참가 2020 k_box_rise 마스터즈 3위 2023 kor3fchampionship (40-44) 2위 2024 kor3fchampionship (40-44) 2위 2025 HYROX incheon 개인오픈 2025 asiainvitational 마스터즈B 2위 2026 rextreme 2024/2025 battle crew 8강... ,the way gym,blog.naver.com/waygym,20260211
2026_1,https://blog.naver.com/hye_0025/224167642094,ㅠ REXTREME 연구실 쌤들 대회나가셔서 연구실 친구들과 함께 응원다녀와따 킨텍스 동상이몽 ㅋㅋ 쌤들은 영혼갈아 대회에 임하셨고 우리는 인생네컷 찍고 ~ 디저트 페어 왔다갔다하고 ~ 다같이 양고기 먹었다 !!!!... ,Hi there,blog.naver.com/hye_0025,20260201
[F45 낙성대] 1월 5주차 - 낙사오 티셔츠 공모전. C50 챌린지... ,https://blog.naver.com/kwen1030/224164942432,"지난주말 REXTREME에서 허리 삐끗 이슈로 월요일까지 요양하다가, 베리코치 마지막 날이라고 하고, 허리도 70% 이상 괜찮아져서 저녁 830 살살 참석. 3개의 PODS으로 구성되어 있고, 각 POD은 3개의 STATIONS을... ",두근두근 세동동,blog.naver.com/kwen1030,20260130
"[시흥신천동헬스장]dn휘트니스 윤관장, 이지수코치... ",https://blog.naver.com/fitness14/224162516860,"[시흥신천동헬스장]dn휘트니스 윤관장, 지수코치 릭스트림대회 출전요 ㅋㅋㅋ 저에게 반성하는 대회였습니다. 최선을 다하지 않았던경기... 다음대회에서는 죽어라 하겠습니다. [시흥신천동헬스장]... ",시흥 신천 DN휘트니스 공식블로그,blog.naver.com/fitness14,20260128
간추린 오후 증권 이슈&amp;뉴스,https://blog.naver.com/gusteam/224161414887,"로케트배터리, 피트니스 레이스 ‘REXTREME’ 개최...브랜드 퍼포먼스 강...  롯데렌탈은 최대주주 변경 관련 이슈로 인해 공동대표주관회...  르무통, 신세계 백화점 본점 단독 매장 오픈  리밸런싱 원칙’... ",꿀꿀한데 형님팬다,blog.naver.com/gusteam,20260127
간추린 오후 생활문화 이슈&amp;뉴스,https://blog.naver.com/gusteam/224161411488,"로케트배터리, 피트니스 레이스 'REXTREME' 성황리 개최  마세라티, VIP고객과 ‘GT2 스트라달레’ 출시행사...안성재 셰프, 신혜...  마크곤잘레스, ‘미국 스트릿 컬처 및 패션 레전드’와 협업 콘...  많은... ",꿀꿀한데 형님팬다,blog.naver.com/gusteam,20260127
로케트배터리 익스트림 레이스(REXTREME) 참가후기,https://blog.naver.com/nujinu/224160724804,"이번 포스팅에서는 26.01.24(토)에 열린 로케트배터리 익스트림 레이스 참가 후기에 대해 작성해보겠다. 위치는 일산 KINTEX에서 진행되었고, 전시장 하나의 홀을 통으로 빌려서 진행이 되었다. 대회 시작 전... ",머니 파이프라인,blog.naver.com/nujinu,20260126
일산 킨텍스 REXTREME 행사장청소 전시장청소업체 홍스클린,https://blog.naver.com/hongs_clean/224158902989,이번 일정은 킨텍스 제2전시장 8홀에서 개최한 REXTREME 대회의 행사 전 장비설치 후 마무리 청소와 행사... ^^ 쓰레기 배출까지 끝내고 깔뜸하게 마무리가된 현장 모습입니다 일신 킨텍스 REXTREME 대회... ,홍스클린 HONGS CLEAN,blog.naver.com/hongs_clean,20260125
[F45 낙성대] 1월 3주차 - C50 챌린지 공지,https://blog.naver.com/kwen1030/224147248431,"게다가 REXTREME도 일주일 남아서, 5번 STATION은 원핸드 스내치 연습! 태영님이 찍어달라고 하길래... 1... REXTREME 일주일 남아서, 같이 나가는 분들이랑 10시 타임에 모여서 대책회의 및 종목 수정. 진영님... ",두근두근 세동동,blog.naver.com/kwen1030,20260115
[F45 낙성대] 1월 2주차 - 1월 행사 및 C50 챌린지 공지!!,https://blog.naver.com/kwen1030/224143367110,"수업 끝나고, 재민님이랑 2주 남은 REXTREME 간단히 연습. 샌드백 런 누가 할지 연습해보면서 정하기로 했는데, 과연 어떻게 분배하는게 좋을지... 열심히 연습하시는 재민님의 모습! 운동에... ",두근두근 세동동,blog.naver.com/kwen1030,20260112
간추린 오후 증권뉴스 ⌚260108목16:20,https://blog.naver.com/gusteam/224139300897,"세방전지, 하이브리드 피트니스 대회 ‘REXTREME’ 개최  속보]코스피, 0.03% 오른 4552.37 마감...코스닥, 0.35% 하락 이날...  수탁고 1941조원 ‘사상 최대’...ETF·퇴직연금에 자산시장 대변혁  슬소생]진짜... ",꿀꿀한데 형님팬다,blog.naver.com/gusteam,20260108
하이브리드 운동 로케트배터리 엑스트림 레이스(REXTREME RACE),https://blog.naver.com/daddy_life/224115373464,"새로운 하이브리드 운동 로케트배터리 엑스트림 레이스 REXTREME RACE 처음 알게 된 이건 뭐지? 그냥 지나치다가 자꾸 보내 되면서 운동 세션이 나오고, 룰 관련 내용을 보다 보니 재미있겠네 하고 생각하면서... ",보통아빠 즐거운 생활,blog.naver.com/daddy_life,20251220
로케트배터리 익스트림 레이스(REXTREME) 참가,https://blog.naver.com/nujinu/224096053363,Rextreme은 6개의 Extreme Stage가 연속적으로 이어지는 궁극의 피트니스 레이스이다. 각 스테이지는... https://www.rextreme.kr/ko [세부 내용] 대회개요: 하이브리드 피트니스 레이스 대회구성: 개인전 / 3인... ,머니 파이프라인,blog.naver.com/nujinu,20251203
운동일지,https://blog.naver.com/qowlxk0/224095082214,토 &gt; Rextreme WOD * Work out 1. Rowing 1.5km 2. One-arm DB Ground to Overhead 50 reps _10kg 3. Sandbag Shuttle Run(Carry&amp;Sprint Mix) _20lb 4. Medicine Ball Over&amp;Half Burpee _30lb 5. SkiErg 2km 6. Burpee... ,"읽고, 쓰고, 기억하다.",blog.naver.com/qowlxk0,20251202
11월 셋째주,https://blog.naver.com/wyjang31/224086283796,F1 훈련하는 느낌의 이색 경험 정도로 만족 에버랜드는 놀러가자 ^0^ 11/23 일 Rextreme (을지로+성수+둔촌) Team of 4 / 기록 17min' → 1500m Row (200m) 50 DB snatch 3 set Shuttle-Run → 30 D.Ball Over the Shoulder... ,아아하나그란데,blog.naver.com/wyjang31,20251124
둔사오 11월 캘린더,https://blog.naver.com/f45dunchon/224064571384,서울의 밤은 얼마나 아름다울까요? REXTREME 대회❤ F45 을지로 x F45 둔촌 x F45 성수 3지점이 만났다! 같은 목표를 향한 도전! 실내 6개 섹션 피트니스 레이스. 다시 한 번 우리의 열기를 불태워볼까요?,F45 둔촌,blog.naver.com/f45dunchon,20251104
rx7,https://blog.naver.com/androsdrift3/150051326956,http://images.google.co.kr/imgres?imgurl=http://bp2.blogger.com/_yzb91PHHy60/R_WV33d4sSI/AAAAAAAAC5Y/IIJfT-1jIkM/s400/Rextreme_Revo_08a.jpg&amp;imgrefurl=http://rextreme.blogspot.com/2008_04... ,직장의 迅,blog.naver.com/androsdrift3,20090110
